City,Neighborhood,Real Cases,Number of predictions,Lags,Days to predict,RMSE,Hits
Giron,BELLAVISTA,0,58,950,150,0.6377042156569663,0
Giron,BELLAVISTA,0,77,950,200,0.6442049363362563,0
Giron,BELLAVISTA,0,95,950,250,0.644980619863884,0
Giron,BELLAVISTA,0,110,950,300,0.6298147875897061,0
Giron,BELLAVISTA,0,131,950,350,0.6324555320336759,0
Giron,BELLAVISTA,0,156,950,400,0.6422616289332564,0
Giron,BELLAVISTA,0,171,950,450,0.6324555320336759,0
Giron,BELLAVISTA,0,176,950,500,0.6082762530298219,0
Giron,BELLAVISTA,2,193,950,550,0.6060303022726894,1
Giron,BELLAVISTA,3,202,950,600,0.594418483337567,1
Giron,BELLAVISTA,3,210,950,650,0.5817744738827396,1
Giron,BELLAVISTA,4,221,950,700,0.568205194324324,4
Giron,BELLAVISTA,4,224,950,750,0.5573747990954261,2
Giron,BELLAVISTA,4,229,950,800,0.5454356057317857,2
Giron,BELLAVISTA,4,233,950,850,0.5379700407140553,0
Giron,BELLAVISTA,5,240,950,900,0.5291502622129182,1
Giron,BELLAVISTA,6,244,950,950,0.5160579322844328,3
Giron,BELLAVISTA,6,248,950,1000,0.5089204259999789,2
Giron,BELLAVISTA,8,251,950,1050,0.50709255283711,0
Giron,BELLAVISTA,0,48,1000,100,0.7745966692414834,0
Giron,BELLAVISTA,0,72,1000,150,0.7745966692414834,0
Giron,BELLAVISTA,0,97,1000,200,0.7874007874011811,0
Giron,BELLAVISTA,0,121,1000,250,0.7771743691090179,0
Giron,BELLAVISTA,0,145,1000,300,0.7637626158259734,0
Giron,BELLAVISTA,0,175,1000,350,0.7653197277702214,0
Giron,BELLAVISTA,0,198,1000,400,0.7745966692414834,0
Giron,BELLAVISTA,0,222,1000,450,0.7702813338860895,0
Giron,BELLAVISTA,0,234,1000,500,0.7469939758793239,0
Giron,BELLAVISTA,2,256,1000,550,0.7458978726096733,0
Giron,BELLAVISTA,3,269,1000,600,0.7280109889280518,1
Giron,BELLAVISTA,3,280,1000,650,0.7092791573681854,2
Giron,BELLAVISTA,4,294,1000,700,0.6948792289723034,4
Giron,BELLAVISTA,4,304,1000,750,0.6831300510639732,1
Giron,BELLAVISTA,4,314,1000,800,0.6708203932499369,3
Giron,BELLAVISTA,4,323,1000,850,0.6624375664255197,1
Giron,BELLAVISTA,5,335,1000,900,0.6531972647421809,2
Giron,BELLAVISTA,6,349,1000,950,0.6448173956122853,4
Giron,BELLAVISTA,6,358,1000,1000,0.6371812928829597,3
Giron,BELLAVISTA,8,365,1000,1050,0.6347102826149447,0
Giron,BELLAVISTA,0,64,1050,100,1.1445523142259597,0
Giron,BELLAVISTA,0,93,1050,150,1.104536101718726,0
Giron,BELLAVISTA,0,121,1050,200,1.0630145812734648,0
Giron,BELLAVISTA,0,145,1050,250,1.0449880382090506,0
Giron,BELLAVISTA,0,175,1050,300,1.03440804327886,0
Giron,BELLAVISTA,0,202,1050,350,1.01418510567422,0
Giron,BELLAVISTA,0,235,1050,400,1.023474474522936,0
Giron,BELLAVISTA,0,261,1050,450,1.0011104945120803,0
Giron,BELLAVISTA,0,288,1050,500,0.9777525249264253,0
Giron,BELLAVISTA,2,312,1050,550,0.9601136296387953,0
Giron,BELLAVISTA,3,340,1050,600,0.944281031614353,2
Giron,BELLAVISTA,3,359,1050,650,0.9339741389929875,0
Giron,BELLAVISTA,4,384,1050,700,0.9157354577449912,3
Giron,BELLAVISTA,4,408,1050,750,0.9070097390142328,3
Giron,BELLAVISTA,4,426,1050,800,0.8930285549745876,1
Giron,BELLAVISTA,4,441,1050,850,0.8778315529155453,2
Giron,BELLAVISTA,5,452,1050,900,0.856997342145496,3
Giron,BELLAVISTA,6,468,1050,950,0.8423026084552548,5
Giron,BELLAVISTA,6,488,1050,1000,0.8354639429682169,5
Giron,BELLAVISTA,8,500,1050,1050,0.8257752490264902,2
