City,Neighborhood,Real Cases,Number of predictions,Lags,Days to predict,RMSE,Accuracy
Buga,FUENMAYOR,26,3,600,100,0.7416198487095663,0.8
Buga,FUENMAYOR,40,3,600,150,0.697614984548545,0.807
Buga,FUENMAYOR,43,3,600,200,0.6324555320336759,0.835
Buga,FUENMAYOR,45,3,600,250,0.5727128425310541,0.86
Buga,FUENMAYOR,49,3,600,300,0.5354126134736337,0.87
Buga,FUENMAYOR,52,3,600,350,0.5042675027063654,0.88
Buga,FUENMAYOR,53,3,600,400,0.4743416490252569,0.892
Buga,FUENMAYOR,53,3,600,450,0.4472135954999579,0.904
Buga,FUENMAYOR,53,3,600,500,0.4242640687119285,0.914
Buga,FUENMAYOR,53,3,600,550,0.40451991747794525,0.922
Buga,FUENMAYOR,53,3,600,600,0.3872983346207417,0.928
Buga,FUENMAYOR,53,3,600,650,0.3721042037676254,0.934
Buga,FUENMAYOR,53,3,600,700,0.35856858280031806,0.939
Buga,FUENMAYOR,53,3,600,750,0.34641016151377546,0.943
Buga,FUENMAYOR,53,3,600,800,0.33541019662496846,0.946
Buga,FUENMAYOR,54,3,600,850,0.3271984467099619,0.948
Buga,FUENMAYOR,56,3,600,900,0.32145502536643183,0.949
Buga,FUENMAYOR,58,3,600,950,0.31622776601683794,0.949
Buga,FUENMAYOR,59,4,600,1000,0.3082207001484488,0.952
Buga,FUENMAYOR,60,9,600,1050,0.3070597894314954,0.95
Buga,FUENMAYOR,26,1,650,100,0.7280109889280518,0.82
Buga,FUENMAYOR,40,1,650,150,0.6879922480183431,0.82
Buga,FUENMAYOR,43,1,650,200,0.6244997998398398,0.845
Buga,FUENMAYOR,45,2,650,250,0.5692099788303083,0.864
Buga,FUENMAYOR,49,2,650,300,0.5322906474223771,0.873
Buga,FUENMAYOR,52,2,650,350,0.501426536422407,0.883
Buga,FUENMAYOR,53,2,650,400,0.4716990566028302,0.895
Buga,FUENMAYOR,53,2,650,450,0.4447221354708778,0.907
Buga,FUENMAYOR,53,2,650,500,0.4219004621945797,0.916
Buga,FUENMAYOR,53,2,650,550,0.40226630708795613,0.924
Buga,FUENMAYOR,53,2,650,600,0.3851406669430448,0.93
Buga,FUENMAYOR,53,2,650,650,0.37003118371709826,0.935
Buga,FUENMAYOR,53,2,650,700,0.3565709706956767,0.94
Buga,FUENMAYOR,53,2,650,750,0.3444802848737017,0.944
Buga,FUENMAYOR,53,2,650,800,0.3335416016031583,0.948
Buga,FUENMAYOR,54,2,650,850,0.32539568672798425,0.949
Buga,FUENMAYOR,56,2,650,900,0.3197221015541813,0.95
Buga,FUENMAYOR,58,2,650,950,0.3145590062628197,0.951
Buga,FUENMAYOR,59,3,650,1000,0.3065941943351178,0.953
Buga,FUENMAYOR,60,9,650,1050,0.3070597894314954,0.95
Buga,FUENMAYOR,26,1,700,100,0.7280109889280518,0.82
Buga,FUENMAYOR,40,1,700,150,0.6879922480183431,0.82
Buga,FUENMAYOR,43,1,700,200,0.6244997998398398,0.845
Buga,FUENMAYOR,45,3,700,250,0.5727128425310541,0.86
Buga,FUENMAYOR,49,4,700,300,0.5385164807134504,0.867
Buga,FUENMAYOR,52,4,700,350,0.50709255283711,0.877
Buga,FUENMAYOR,53,4,700,400,0.47696960070847283,0.89
Buga,FUENMAYOR,53,4,700,450,0.4496912521077347,0.902
Buga,FUENMAYOR,53,4,700,500,0.4266145801540308,0.912
Buga,FUENMAYOR,53,4,700,550,0.40676104220358356,0.92
Buga,FUENMAYOR,53,4,700,600,0.3894440481849308,0.927
Buga,FUENMAYOR,53,4,700,650,0.37416573867739417,0.932
Buga,FUENMAYOR,53,4,700,700,0.36055512754639896,0.937
Buga,FUENMAYOR,53,4,700,750,0.3483293460696835,0.941
Buga,FUENMAYOR,53,4,700,800,0.33726843908080106,0.945
Buga,FUENMAYOR,54,4,700,850,0.3289913283319897,0.947
Buga,FUENMAYOR,56,4,700,900,0.3231786571610886,0.948
Buga,FUENMAYOR,58,4,700,950,0.3178877656956105,0.948
Buga,FUENMAYOR,59,5,700,1000,0.30983866769659335,0.951
Buga,FUENMAYOR,60,10,700,1050,0.3086066999241838,0.95
Buga,FUENMAYOR,26,3,750,100,0.7416198487095663,0.8
Buga,FUENMAYOR,40,4,750,150,0.7211102550927979,0.793
Buga,FUENMAYOR,43,7,750,200,0.648074069840786,0.815
Buga,FUENMAYOR,45,10,750,250,0.5966573556070519,0.832
Buga,FUENMAYOR,49,13,750,300,0.565685424949238,0.837
Buga,FUENMAYOR,52,15,750,350,0.5264435935053794,0.857
Buga,FUENMAYOR,53,15,750,400,0.5049752469181039,0.863
Buga,FUENMAYOR,53,16,750,450,0.4737556801183965,0.88
Buga,FUENMAYOR,53,16,750,500,0.44944410108488464,0.892
Buga,FUENMAYOR,53,16,750,550,0.43275019037861473,0.898
Buga,FUENMAYOR,53,16,750,600,0.4143267631552018,0.907
Buga,FUENMAYOR,53,16,750,650,0.39807227793648037,0.914
Buga,FUENMAYOR,53,16,750,700,0.38359204520278717,0.92
Buga,FUENMAYOR,53,16,750,750,0.37058512292499457,0.925
Buga,FUENMAYOR,53,16,750,800,0.3588175023601831,0.93
Buga,FUENMAYOR,54,16,750,850,0.3497898528780825,0.933
Buga,FUENMAYOR,56,16,750,900,0.34318767136623335,0.934
Buga,FUENMAYOR,58,16,750,950,0.3371708921694098,0.936
Buga,FUENMAYOR,59,17,750,1000,0.3286335345030997,0.939
Buga,FUENMAYOR,60,22,750,1050,0.3295017884191656,0.936
Buga,FUENMAYOR,26,6,800,100,0.7615773105863908,0.77
Buga,FUENMAYOR,40,10,800,150,0.7393691004272944,0.767
Buga,FUENMAYOR,43,13,800,200,0.6708203932499369,0.785
Buga,FUENMAYOR,45,16,800,250,0.6033241251599343,0.824
Buga,FUENMAYOR,49,20,800,300,0.5859465277082315,0.813
Buga,FUENMAYOR,52,24,800,350,0.5451081150953975,0.837
Buga,FUENMAYOR,53,25,800,400,0.51478150704935,0.845
Buga,FUENMAYOR,53,27,800,450,0.4898979485566356,0.864
Buga,FUENMAYOR,53,27,800,500,0.469041575982343,0.874
Buga,FUENMAYOR,53,27,800,550,0.4472135954999579,0.885
Buga,FUENMAYOR,53,27,800,600,0.43204937989385733,0.892
Buga,FUENMAYOR,53,27,800,650,0.4187894642712677,0.897
Buga,FUENMAYOR,53,27,800,700,0.40355562548072954,0.904
Buga,FUENMAYOR,53,27,800,750,0.38987177379235854,0.911
Buga,FUENMAYOR,53,27,800,800,0.37749172176353746,0.916
Buga,FUENMAYOR,54,27,800,850,0.36782348707914075,0.92
Buga,FUENMAYOR,56,27,800,900,0.36055512754639896,0.922
Buga,FUENMAYOR,58,27,800,950,0.3539253563885143,0.924
Buga,FUENMAYOR,59,28,800,1000,0.3449637662132068,0.928
Buga,FUENMAYOR,60,35,800,1050,0.3450327796711771,0.926
Buga,FUENMAYOR,26,6,850,100,0.7615773105863908,0.77
Buga,FUENMAYOR,40,11,850,150,0.7438637868140466,0.76
Buga,FUENMAYOR,43,15,850,200,0.648074069840786,0.785
Buga,FUENMAYOR,45,19,850,250,0.6131883886702356,0.812
Buga,FUENMAYOR,49,25,850,300,0.5887840577551898,0.8
Buga,FUENMAYOR,52,29,850,350,0.552914356581818,0.829
Buga,FUENMAYOR,53,29,850,400,0.5244044240850758,0.835
Buga,FUENMAYOR,53,32,850,450,0.501109879279097,0.853
Buga,FUENMAYOR,53,32,850,500,0.47958315233127197,0.864
Buga,FUENMAYOR,53,32,850,550,0.4572645941803379,0.876
Buga,FUENMAYOR,53,32,850,600,0.44158804331639234,0.883
Buga,FUENMAYOR,53,32,850,650,0.42787489185148864,0.889
Buga,FUENMAYOR,53,32,850,700,0.41231056256176607,0.897
Buga,FUENMAYOR,53,32,850,750,0.3983298465677242,0.904
Buga,FUENMAYOR,53,32,850,800,0.3856812155135378,0.91
Buga,FUENMAYOR,54,32,850,850,0.37573457465108967,0.914
Buga,FUENMAYOR,56,32,850,900,0.3681787005729087,0.917
Buga,FUENMAYOR,58,32,850,950,0.3612842589838003,0.919
Buga,FUENMAYOR,59,33,850,1000,0.35213633723318016,0.923
Buga,FUENMAYOR,60,39,850,1050,0.35050983275386566,0.922
Buga,FUENMAYOR,26,14,900,100,0.7745966692414834,0.72
Buga,FUENMAYOR,40,18,900,150,0.7211102550927979,0.773
Buga,FUENMAYOR,43,23,900,200,0.6708203932499369,0.755
Buga,FUENMAYOR,45,32,900,250,0.6418722614352484,0.764
Buga,FUENMAYOR,49,38,900,300,0.6298147875897061,0.76
Buga,FUENMAYOR,52,43,900,350,0.6023762469230862,0.771
Buga,FUENMAYOR,53,43,900,400,0.5567764362830022,0.8
Buga,FUENMAYOR,53,48,900,450,0.5270462766947299,0.82
Buga,FUENMAYOR,53,50,900,500,0.5157518783291051,0.828
Buga,FUENMAYOR,53,52,900,550,0.4917501213199462,0.844
Buga,FUENMAYOR,53,52,900,600,0.4743416490252569,0.853
Buga,FUENMAYOR,53,52,900,650,0.4624350266212042,0.858
Buga,FUENMAYOR,53,52,900,700,0.44561354172806344,0.869
Buga,FUENMAYOR,53,52,900,750,0.42739521132865615,0.88
Buga,FUENMAYOR,53,52,900,800,0.41683330001332664,0.885
Buga,FUENMAYOR,54,52,900,850,0.4058397249567139,0.891
Buga,FUENMAYOR,56,52,900,900,0.39721250959376614,0.894
Buga,FUENMAYOR,58,52,900,950,0.3893314107138301,0.898
Buga,FUENMAYOR,59,53,900,1000,0.3794733192202055,0.903
Buga,FUENMAYOR,60,60,900,1050,0.37543625417956233,0.904
Buga,FUENMAYOR,26,13,950,100,0.7810249675906654,0.71
Buga,FUENMAYOR,40,20,950,150,0.7302967433402214,0.76
Buga,FUENMAYOR,43,28,950,200,0.689202437604511,0.73
Buga,FUENMAYOR,45,39,950,250,0.6572670690061994,0.744
Buga,FUENMAYOR,49,46,950,300,0.6244997998398398,0.757
Buga,FUENMAYOR,52,49,950,350,0.607100838882165,0.766
Buga,FUENMAYOR,53,50,950,400,0.5766281297335398,0.785
Buga,FUENMAYOR,53,57,950,450,0.5537749241945383,0.798
Buga,FUENMAYOR,53,58,950,500,0.5272570530585627,0.816
Buga,FUENMAYOR,53,61,950,550,0.5081159495448043,0.827
Buga,FUENMAYOR,53,62,950,600,0.4915960401250875,0.837
Buga,FUENMAYOR,53,62,950,650,0.478780502141398,0.843
Buga,FUENMAYOR,53,62,950,700,0.4613644360558612,0.854
Buga,FUENMAYOR,53,63,950,750,0.44422216663887154,0.865
Buga,FUENMAYOR,53,63,950,800,0.4330127018922193,0.871
Buga,FUENMAYOR,54,63,950,850,0.4186814035123352,0.88
Buga,FUENMAYOR,56,63,950,900,0.4096068575814836,0.884
Buga,FUENMAYOR,58,63,950,950,0.4013136324359632,0.888
Buga,FUENMAYOR,59,64,950,1000,0.39370039370059057,0.892
Buga,FUENMAYOR,60,71,950,1050,0.3866830866792722,0.895
Buga,FUENMAYOR,26,15,1000,100,0.8185352771872451,0.68
Buga,FUENMAYOR,40,23,1000,150,0.752772652709081,0.727
Buga,FUENMAYOR,43,39,1000,200,0.7211102550927979,0.685
Buga,FUENMAYOR,45,50,1000,250,0.6899275324264136,0.7
Buga,FUENMAYOR,49,65,1000,300,0.6582805886043833,0.703
Buga,FUENMAYOR,52,71,1000,350,0.6391959234627741,0.717
Buga,FUENMAYOR,53,75,1000,400,0.6123724356957945,0.743
Buga,FUENMAYOR,53,82,1000,450,0.5715476066494082,0.76
Buga,FUENMAYOR,53,92,1000,500,0.5639148871948674,0.762
Buga,FUENMAYOR,53,101,1000,550,0.5526794237662059,0.771
Buga,FUENMAYOR,53,105,1000,600,0.5354126134736337,0.775
Buga,FUENMAYOR,53,105,1000,650,0.532049737408941,0.789
Buga,FUENMAYOR,53,108,1000,700,0.5250850271282601,0.791
Buga,FUENMAYOR,53,109,1000,750,0.508592829940284,0.804
Buga,FUENMAYOR,53,109,1000,800,0.47958315233127197,0.825
Buga,FUENMAYOR,54,109,1000,850,0.4789694820193478,0.826
Buga,FUENMAYOR,56,109,1000,900,0.4630814663149935,0.838
Buga,FUENMAYOR,58,111,1000,950,0.4507304013896135,0.839
Buga,FUENMAYOR,59,113,1000,1000,0.44944410108488464,0.845
Buga,FUENMAYOR,60,118,1000,1050,0.44507891221134943,0.847
Buga,FUENMAYOR,26,23,1050,100,0.7937253933193772,0.62
Buga,FUENMAYOR,40,40,1050,150,0.7916228058025279,0.647
Buga,FUENMAYOR,43,59,1050,200,0.7211102550927979,0.625
Buga,FUENMAYOR,45,75,1050,250,0.6928203230275509,0.66
Buga,FUENMAYOR,49,89,1050,300,0.6879922480183431,0.643
Buga,FUENMAYOR,52,98,1050,350,0.6718843437888484,0.666
Buga,FUENMAYOR,53,106,1050,400,0.6726812023536856,0.665
Buga,FUENMAYOR,53,115,1050,450,0.6253887679764573,0.696
Buga,FUENMAYOR,53,127,1050,500,0.6033241251599343,0.7
Buga,FUENMAYOR,53,138,1050,550,0.6075285253310408,0.702
Buga,FUENMAYOR,53,147,1050,600,0.5972157622389639,0.71
Buga,FUENMAYOR,53,149,1050,650,0.5922577401513894,0.722
Buga,FUENMAYOR,53,154,1050,700,0.5719640348333601,0.736
Buga,FUENMAYOR,53,158,1050,750,0.5645056834671079,0.74
Buga,FUENMAYOR,53,161,1050,800,0.5361902647381804,0.767
Buga,FUENMAYOR,54,161,1050,850,0.5390623667945275,0.765
Buga,FUENMAYOR,56,163,1050,900,0.510990323891863,0.788
Buga,FUENMAYOR,58,166,1050,950,0.506795920724662,0.785
Buga,FUENMAYOR,59,168,1050,1000,0.5029910535983717,0.794
Buga,FUENMAYOR,60,175,1050,1050,0.4985693819032899,0.796
Buga,SANTA BARBARA,13,0,600,100,0.43588989435406733,0.9
Buga,SANTA BARBARA,15,0,600,150,0.37416573867739417,0.92
Buga,SANTA BARBARA,16,0,600,200,0.33166247903553997,0.935
Buga,SANTA BARBARA,17,0,600,250,0.30331501776206204,0.944
Buga,SANTA BARBARA,17,0,600,300,0.27688746209726917,0.953
Buga,SANTA BARBARA,17,0,600,350,0.2563479777846623,0.96
Buga,SANTA BARBARA,17,0,600,400,0.23979157616563598,0.965
Buga,SANTA BARBARA,17,0,600,450,0.22607766610417562,0.969
Buga,SANTA BARBARA,17,0,600,500,0.21447610589527216,0.972
Buga,SANTA BARBARA,17,0,600,550,0.20449494325821804,0.975
Buga,SANTA BARBARA,17,0,600,600,0.19578900207451216,0.977
Buga,SANTA BARBARA,18,0,600,650,0.19215378456610457,0.977
Buga,SANTA BARBARA,20,0,600,700,0.19272482233188631,0.976
Buga,SANTA BARBARA,20,0,600,750,0.18618986725025255,0.977
Buga,SANTA BARBARA,23,0,600,800,0.1903943276465977,0.975
Buga,SANTA BARBARA,24,0,600,850,0.18786728732554484,0.975
Buga,SANTA BARBARA,25,0,600,900,0.1855921454276674,0.976
Buga,SANTA BARBARA,25,0,600,950,0.18064212949190014,0.977
Buga,SANTA BARBARA,25,0,600,1000,0.17606816861659008,0.978
Buga,SANTA BARBARA,27,0,600,1050,0.17728105208558367,0.977
Buga,SANTA BARBARA,13,0,650,100,0.43588989435406733,0.9
Buga,SANTA BARBARA,15,0,650,150,0.37416573867739417,0.92
Buga,SANTA BARBARA,16,0,650,200,0.33166247903553997,0.935
Buga,SANTA BARBARA,17,0,650,250,0.30331501776206204,0.944
Buga,SANTA BARBARA,17,0,650,300,0.27688746209726917,0.953
Buga,SANTA BARBARA,17,0,650,350,0.2563479777846623,0.96
Buga,SANTA BARBARA,17,0,650,400,0.23979157616563598,0.965
Buga,SANTA BARBARA,17,0,650,450,0.22607766610417562,0.969
Buga,SANTA BARBARA,17,0,650,500,0.21447610589527216,0.972
Buga,SANTA BARBARA,17,0,650,550,0.20449494325821804,0.975
Buga,SANTA BARBARA,17,0,650,600,0.19578900207451216,0.977
Buga,SANTA BARBARA,18,0,650,650,0.19215378456610457,0.977
Buga,SANTA BARBARA,20,0,650,700,0.19272482233188631,0.976
Buga,SANTA BARBARA,20,0,650,750,0.18618986725025255,0.977
Buga,SANTA BARBARA,23,0,650,800,0.1903943276465977,0.975
Buga,SANTA BARBARA,24,0,650,850,0.18786728732554484,0.975
Buga,SANTA BARBARA,25,0,650,900,0.1855921454276674,0.976
Buga,SANTA BARBARA,25,0,650,950,0.18064212949190014,0.977
Buga,SANTA BARBARA,25,0,650,1000,0.17606816861659008,0.978
Buga,SANTA BARBARA,27,0,650,1050,0.17728105208558367,0.977
Buga,SANTA BARBARA,13,1,700,100,0.4472135954999579,0.89
Buga,SANTA BARBARA,15,1,700,150,0.38297084310253526,0.913
Buga,SANTA BARBARA,16,3,700,200,0.3535533905932738,0.92
Buga,SANTA BARBARA,17,3,700,250,0.322490309931942,0.932
Buga,SANTA BARBARA,17,4,700,300,0.3,0.94
Buga,SANTA BARBARA,17,4,700,350,0.27774602993176545,0.949
Buga,SANTA BARBARA,17,4,700,400,0.2598076211353316,0.955
Buga,SANTA BARBARA,17,4,700,450,0.2449489742783178,0.96
Buga,SANTA BARBARA,17,4,700,500,0.232379000772445,0.964
Buga,SANTA BARBARA,17,4,700,550,0.22156468376279892,0.967
Buga,SANTA BARBARA,17,4,700,600,0.21213203435596426,0.97
Buga,SANTA BARBARA,18,4,700,650,0.20754980866510833,0.971
Buga,SANTA BARBARA,20,4,700,700,0.20701966780270625,0.97
Buga,SANTA BARBARA,20,4,700,750,0.2,0.972
Buga,SANTA BARBARA,23,4,700,800,0.203100960115899,0.97
Buga,SANTA BARBARA,24,4,700,850,0.2,0.971
Buga,SANTA BARBARA,25,4,700,900,0.19720265943665388,0.971
Buga,SANTA BARBARA,25,4,700,950,0.19194297398747862,0.973
Buga,SANTA BARBARA,25,4,700,1000,0.18708286933869708,0.974
Buga,SANTA BARBARA,27,4,700,1050,0.18771812708978117,0.973
Buga,SANTA BARBARA,13,2,750,100,0.458257569495584,0.88
Buga,SANTA BARBARA,15,5,750,150,0.41633319989322654,0.887
Buga,SANTA BARBARA,16,8,750,200,0.3872983346207417,0.895
Buga,SANTA BARBARA,17,8,750,250,0.35213633723318016,0.912
Buga,SANTA BARBARA,17,10,750,300,0.33166247903553997,0.92
Buga,SANTA BARBARA,17,10,750,350,0.28784916685156975,0.934
Buga,SANTA BARBARA,17,10,750,400,0.2872281323269014,0.94
Buga,SANTA BARBARA,17,10,750,450,0.27080128015453203,0.947
Buga,SANTA BARBARA,17,10,750,500,0.2569046515733026,0.952
Buga,SANTA BARBARA,17,10,750,550,0.2449489742783178,0.956
Buga,SANTA BARBARA,17,10,750,600,0.2345207879911715,0.96
Buga,SANTA BARBARA,18,10,750,650,0.22870874995874624,0.962
Buga,SANTA BARBARA,20,10,750,700,0.22677868380553634,0.961
Buga,SANTA BARBARA,20,10,750,750,0.21908902300206645,0.964
Buga,SANTA BARBARA,23,10,750,800,0.21505813167606566,0.965
Buga,SANTA BARBARA,24,10,750,850,0.21693045781865616,0.964
Buga,SANTA BARBARA,25,10,750,900,0.21343747458109497,0.964
Buga,SANTA BARBARA,25,10,750,950,0.20774478269463736,0.966
Buga,SANTA BARBARA,25,10,750,1000,0.2024845673131659,0.968
Buga,SANTA BARBARA,27,10,750,1050,0.20236694629405505,0.968
Buga,SANTA BARBARA,13,4,800,100,0.47958315233127197,0.86
Buga,SANTA BARBARA,15,5,800,150,0.41633319989322654,0.887
Buga,SANTA BARBARA,16,9,800,200,0.39370039370059057,0.89
Buga,SANTA BARBARA,17,9,800,250,0.35777087639996635,0.908
Buga,SANTA BARBARA,17,11,800,300,0.33665016461206926,0.917
Buga,SANTA BARBARA,17,12,800,350,0.29760952365713794,0.929
Buga,SANTA BARBARA,17,12,800,400,0.2958039891549808,0.935
Buga,SANTA BARBARA,17,12,800,450,0.27888667551135854,0.942
Buga,SANTA BARBARA,17,12,800,500,0.2645751311064591,0.948
Buga,SANTA BARBARA,17,12,800,550,0.2522624895547565,0.953
Buga,SANTA BARBARA,17,12,800,600,0.24152294576982397,0.957
Buga,SANTA BARBARA,18,12,800,650,0.23533936216582085,0.958
Buga,SANTA BARBARA,20,12,800,700,0.232992949004287,0.959
Buga,SANTA BARBARA,20,12,800,750,0.2250925735484551,0.961
Buga,SANTA BARBARA,23,12,800,800,0.2263846284534354,0.96
Buga,SANTA BARBARA,24,12,800,850,0.22228757209048453,0.961
Buga,SANTA BARBARA,25,12,800,900,0.21858128414340003,0.962
Buga,SANTA BARBARA,25,12,800,950,0.21275139927797618,0.964
Buga,SANTA BARBARA,25,12,800,1000,0.2073644135332772,0.966
Buga,SANTA BARBARA,27,12,800,1050,0.20701966780270625,0.966
Buga,SANTA BARBARA,13,4,850,100,0.47958315233127197,0.86
Buga,SANTA BARBARA,15,6,850,150,0.4242640687119285,0.88
Buga,SANTA BARBARA,16,10,850,200,0.4,0.885
Buga,SANTA BARBARA,17,10,850,250,0.363318042491699,0.904
Buga,SANTA BARBARA,17,13,850,300,0.34641016151377546,0.91
Buga,SANTA BARBARA,17,14,850,350,0.3070597894314954,0.923
Buga,SANTA BARBARA,17,15,850,400,0.3082207001484488,0.927
Buga,SANTA BARBARA,17,15,850,450,0.2905932629027116,0.936
Buga,SANTA BARBARA,17,15,850,500,0.27568097504180444,0.942
Buga,SANTA BARBARA,17,15,850,550,0.26285149626910836,0.947
Buga,SANTA BARBARA,17,15,850,600,0.2516611478423583,0.952
Buga,SANTA BARBARA,18,15,850,650,0.2449489742783178,0.954
Buga,SANTA BARBARA,20,15,850,700,0.24201534780139167,0.954
Buga,SANTA BARBARA,20,15,850,750,0.23380903889000243,0.957
Buga,SANTA BARBARA,23,15,850,800,0.2345207879911715,0.956
Buga,SANTA BARBARA,24,15,850,850,0.23008949665421113,0.958
Buga,SANTA BARBARA,25,15,850,900,0.22607766610417562,0.959
Buga,SANTA BARBARA,25,15,850,950,0.22004784168807234,0.961
Buga,SANTA BARBARA,25,15,850,1000,0.21447610589527216,0.963
Buga,SANTA BARBARA,27,15,850,1050,0.20930724738891343,0.965
Buga,SANTA BARBARA,13,5,900,100,0.4898979485566356,0.85
Buga,SANTA BARBARA,15,8,900,150,0.43969686527576396,0.867
Buga,SANTA BARBARA,16,12,900,200,0.41231056256176607,0.875
Buga,SANTA BARBARA,17,12,900,250,0.37416573867739417,0.896
Buga,SANTA BARBARA,17,14,900,300,0.3511884584284246,0.907
Buga,SANTA BARBARA,17,15,900,350,0.31167748898959186,0.92
Buga,SANTA BARBARA,17,15,900,400,0.3082207001484488,0.927
Buga,SANTA BARBARA,17,15,900,450,0.2905932629027116,0.936
Buga,SANTA BARBARA,17,15,900,500,0.27568097504180444,0.942
Buga,SANTA BARBARA,17,17,900,550,0.26967994498529685,0.944
Buga,SANTA BARBARA,17,17,900,600,0.2581988897471611,0.948
Buga,SANTA BARBARA,18,17,900,650,0.2449489742783178,0.954
Buga,SANTA BARBARA,20,17,900,700,0.24784787961282104,0.951
Buga,SANTA BARBARA,20,17,900,750,0.23944379994757295,0.955
Buga,SANTA BARBARA,23,17,900,800,0.23979157616563598,0.954
Buga,SANTA BARBARA,24,17,900,850,0.2351470128389022,0.955
Buga,SANTA BARBARA,25,17,900,900,0.23094010767585033,0.957
Buga,SANTA BARBARA,25,17,900,950,0.22478059477960655,0.959
Buga,SANTA BARBARA,25,17,900,1000,0.21908902300206645,0.961
Buga,SANTA BARBARA,27,17,900,1050,0.2138089935299395,0.963
Buga,SANTA BARBARA,13,10,950,100,0.47958315233127197,0.83
Buga,SANTA BARBARA,15,13,950,150,0.4760952285695233,0.833
Buga,SANTA BARBARA,16,19,950,200,0.4527692569068708,0.84
Buga,SANTA BARBARA,17,20,950,250,0.4147288270665544,0.864
Buga,SANTA BARBARA,17,24,950,300,0.39581140290126393,0.873
Buga,SANTA BARBARA,17,25,950,350,0.35456210417116735,0.891
Buga,SANTA BARBARA,17,27,950,400,0.3535533905932738,0.897
Buga,SANTA BARBARA,17,28,950,450,0.33665016461206926,0.907
Buga,SANTA BARBARA,17,30,950,500,0.31937438845342625,0.916
Buga,SANTA BARBARA,17,34,950,550,0.31622776601683794,0.916
Buga,SANTA BARBARA,17,34,950,600,0.30276503540974914,0.923
Buga,SANTA BARBARA,18,34,950,650,0.2935197542821371,0.928
Buga,SANTA BARBARA,20,34,950,700,0.28784916685156975,0.93
Buga,SANTA BARBARA,20,34,950,750,0.282842712474619,0.932
Buga,SANTA BARBARA,23,34,950,800,0.2806243040080456,0.932
Buga,SANTA BARBARA,24,34,950,850,0.2743977362280141,0.935
Buga,SANTA BARBARA,25,34,950,900,0.26874192494328497,0.938
Buga,SANTA BARBARA,25,34,950,950,0.26157418189029846,0.941
Buga,SANTA BARBARA,25,34,950,1000,0.25495097567963926,0.944
Buga,SANTA BARBARA,27,34,950,1050,0.24880667576405965,0.947
Buga,SANTA BARBARA,13,8,1000,100,0.458257569495584,0.85
Buga,SANTA BARBARA,15,12,1000,150,0.469041575982343,0.84
Buga,SANTA BARBARA,16,20,1000,200,0.458257569495584,0.835
Buga,SANTA BARBARA,17,24,1000,250,0.4242640687119285,0.856
Buga,SANTA BARBARA,17,30,1000,300,0.42031734043061636,0.853
Buga,SANTA BARBARA,17,34,1000,350,0.38172540616821105,0.871
Buga,SANTA BARBARA,17,35,1000,400,0.3807886552931954,0.877
Buga,SANTA BARBARA,17,36,1000,450,0.3620926830400072,0.889
Buga,SANTA BARBARA,17,38,1000,500,0.34351128074635334,0.9
Buga,SANTA BARBARA,17,42,1000,550,0.3384456448906597,0.902
Buga,SANTA BARBARA,17,42,1000,600,0.324037034920393,0.91
Buga,SANTA BARBARA,18,42,1000,650,0.31378581622109447,0.915
Buga,SANTA BARBARA,20,42,1000,700,0.3070597894314954,0.919
Buga,SANTA BARBARA,20,42,1000,750,0.3011090610836324,0.921
Buga,SANTA BARBARA,23,42,1000,800,0.2979093821953246,0.922
Buga,SANTA BARBARA,24,42,1000,850,0.2910427500435996,0.926
Buga,SANTA BARBARA,25,42,1000,900,0.2848001248439177,0.929
Buga,SANTA BARBARA,25,42,1000,950,0.27720408594239354,0.933
Buga,SANTA BARBARA,25,42,1000,1000,0.2701851217221259,0.936
Buga,SANTA BARBARA,27,44,1000,1050,0.263673679998231,0.939
Buga,SANTA BARBARA,13,17,1050,100,0.4898979485566356,0.79
Buga,SANTA BARBARA,15,20,1050,150,0.48304589153964794,0.827
Buga,SANTA BARBARA,16,30,1050,200,0.5099019513592785,0.785
Buga,SANTA BARBARA,17,39,1050,250,0.46475800154489,0.808
Buga,SANTA BARBARA,17,48,1050,300,0.47258156262526085,0.807
Buga,SANTA BARBARA,17,57,1050,350,0.4472135954999579,0.817
Buga,SANTA BARBARA,17,63,1050,400,0.4636809247747852,0.807
Buga,SANTA BARBARA,17,69,1050,450,0.4422166387140533,0.824
Buga,SANTA BARBARA,17,76,1050,500,0.4404543109109048,0.824
Buga,SANTA BARBARA,17,85,1050,550,0.43064433753916403,0.831
Buga,SANTA BARBARA,17,90,1050,600,0.4262237284181474,0.833
Buga,SANTA BARBARA,18,90,1050,650,0.41137667560372115,0.845
Buga,SANTA BARBARA,20,92,1050,700,0.4,0.849
Buga,SANTA BARBARA,20,93,1050,750,0.39157800414902433,0.859
Buga,SANTA BARBARA,23,93,1050,800,0.3840572873934304,0.864
Buga,SANTA BARBARA,24,95,1050,850,0.3834824944236852,0.864
Buga,SANTA BARBARA,25,96,1050,900,0.3756475889861548,0.869
Buga,SANTA BARBARA,25,96,1050,950,0.3598245186344676,0.88
Buga,SANTA BARBARA,25,96,1050,1000,0.3507135583350036,0.886
Buga,SANTA BARBARA,27,98,1050,1050,0.34778208831448026,0.888
Buga,BALBOA,14,1,600,100,0.41231056256176607,0.86
Buga,BALBOA,18,2,600,150,0.38297084310253526,0.873
Buga,BALBOA,19,2,600,200,0.324037034920393,0.91
